,id,name,first_air_date,overview,popularity,vote_average,vote_count
359,84231,Wayne,2019-01-16,"In this gritty and sometimes bloody tale, sixteen year-old Wayne sets out on a dirt bike with his new crush Del to take back the 1978 Pontiac Trans Am that was stolen from his father before he died. It is Wayne and Del against the world.",181.665,8.255,402
360,79084,Pose,2018-06-03,"A dance musical that explores the juxtaposition of several segments of 1980s life and society in New York: the ball culture world, the rise of the luxury Trump-era universe and the downtown social and literary scene.",334.111,8.253,449
361,33880,The Legend of Korra,2012-04-14,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",138.745,8.251,1900
362,136315,The Bear,2022-06-23,"Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.",264.989,8.251,694
363,85271,WandaVision,2021-01-15,Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,415.383,8.251,11504
364,16946,Life,2009-10-11,"David Attenborough looks at the extraordinary ends to which animals and plants go in order to survive. Featuring epic spectacles, amazing TV firsts and examples of new wildlife behaviour.",29.402,8.2,319
365,61852,Henry Danger,2014-07-26,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",504.848,8.248,1038
366,12609,Dragon Ball,1986-02-26,"Long ago in the mountains, a fighting master known as Gohan discovered a strange boy whom he named Goku. Gohan raised him and trained Goku in martial arts until he died. The young and very strong boy was on his own, but easily managed. Then one day, Goku met a teenage girl named Bulma, whose search for the mystical Dragon Balls brought her to Goku's home. Together, they set off to find all seven and to grant her wish.",66.681,8.248,2872
367,1416,Grey's Anatomy,2005-03-27,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,1295.703,8.2,9712
368,61389,Saint Seiya: The Lost Canvas,2009-06-24,"An orphan known as Tenma becomes one of Athena's 88 warriors known as Saints and finds himself in a war fighting against his best friend Alone who is revealed to be the reincarnation of Athena's biggest enemy, the God Hades.",56.343,8.246,569
369,61456,Free!,2013-07-04,"The story revolves around Haruka Nanase, a boy who has always loved to be immersed in water, and to swim in it. Before graduating from elementary school, he participated in a swimming tournament along with his fellow swimming club members, Makoto Tachibana, Nagisa Hazuki, and Rin Matsuoka. After achieving victory, each of the boys went their separate ways. Time passed, and in the middle of their uneventful high school lives Rin appears and challenges Haruka to a match, showing Haruka his overwhelming power. Not wanting it to end like this, Haruka, gathers together Makoto and Nagisa once again and brings a new member named Rei Ryugazaki to create the Iwatobi High School Swimming Club in order to defeat Rin.",131.978,8.2,212
370,43982,Line of Duty,2012-06-26,"A drama about the investigations of AC-12, a controversial police anticorruption unit.",149.111,8.2,355
371,105971,Star Wars: The Bad Batch,2021-05-04,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,193.826,8.244,838
372,76331,Succession,2018-06-03,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,471.507,8.243,937
373,67136,This Is Us,2016-09-20,"Follows the lives and families of three adults living and growing up in the United States of America in present and past times. As their paths cross and their life stories intertwine in curious ways, we find that several of them share the same birthday - and so much more than anyone would expect.",1869.81,8.243,1343
374,63767,She Was Pretty,2015-09-16,"After a complete reversal of fortune and looks, childhood sweethearts reunite for the first time in 15 years as employees at a fashion magazine.",38.37,8.243,836
375,60797,Scorpion,2014-09-22,"Based on a true story, Scorpion is a high-octane drama about eccentric genius Walter O’Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security’s new think tank, O’Brien’s “Scorpion” team includes Toby Curtis, an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru.",1616.271,8.243,3767
376,81046,The Dragon Prince,2018-09-14,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,154.837,8.242,537
377,62560,Mr. Robot,2015-06-24,"A contemporary and culturally resonant drama about a young programmer, Elliot, who suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot will find himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America.",352.675,8.2,4255
378,902,Yu-Gi-Oh! Duel Monsters,2000-04-18,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",250.435,8.241,852
379,4629,Stargate SG-1,1997-07-27,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",2129.572,8.24,1420
380,4629,Stargate SG-1,1997-07-27,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",2129.572,8.24,1420
381,194766,The Summer I Turned Pretty,2022-06-16,"Every summer, Belly and her family head to the Fishers’ beach house in Cousins. Every summer is the same ... until Belly turns sixteen. Relationships will be tested, painful truths will be revealed, and Belly will be forever changed. It’s a summer of first love, first heartbreak and growing up — it's the summer she turns pretty.",321.12,8.238,541
382,849,Monty Python's Flying Circus,1969-10-05,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",403.165,8.239,564
383,95314,Juliantina,2019-11-08,"A spin-off for Juliana and Valentina from the Spanish soap opera, Amar a Muerte. Story of two girls with many differences such as social status and education, but that didn't stop them from being very good friends who ended up falling in love. With a surprising and nothing morbid interpretation the actresses gave voice and courage to many to express their feelings without fear. A love story that shows us that Love is Love.",32.026,8.238,271
384,114547,Secrets of Sulphur Springs,2021-01-15,"12-year-old Griffin Campbell and his family move to the small town of Sulphur Springs and take ownership of an abandoned hotel rumored to be haunted by the ghost of a girl who disappeared decades ago. Griffin befriends Harper, a bright-eyed, mystery-obsessed classmate and together, they uncover a secret portal that allows them to travel back in time. In the past, they’ll attempt to uncover the key to solving this unsolved mystery, a mystery that affects everyone close to them.",212.409,8.237,228
385,110356,My Name,2021-10-15,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",58.447,8.2,749
386,35338,La que se avecina,2007-04-22,"La que se avecina is a Spanish television comedy created by Alberto Caballero, Laura Caballero and Daniel Deorador. The TV-series focusing around the inhabitants of Mirador de Montepinar, a fictional building located on the outskirts of a big city. Both its storylines and cast are heavily based on Aquí no hay quien viva, which ended when Telecinco bought Miramón Mendi, the series production company.

The episodes debuted on the Telecinco network, and were later rerun by the same network as well as cable/satellite channels FactoríaDeFicción and Paramount Comedy. The series debuted in 22 April 2007 and became popular thanks to its funny characters, witty script, use of catchphrases and capacity to integrate and poke fun at contemporary issues; the program presents a caustic satire of many of the 'types' found in Spanish society.

The name of the show involves wordplay, as ""vecina"" is the Spanish word for neighbour.",139.608,8.236,222
387,76773,Station 19,2018-03-22,"A group of heroic firefighters at Seattle Fire Station 19—from captain to newest recruit—risk their lives and hearts both in the line of duty and off the clock. These brave men and women are like family, literally and figuratively, and together they put their own lives in jeopardy as first responders to save the lives of others.",1490.346,8.23,1380
388,16420,Boys Over Flowers,2009-01-05,Unassuming high school girl Jan-di stands up to — and eventually falls for — a spoiled rich kid who belongs to the school's most powerful clique.,60.471,8.2,1600
389,82428,All American,2018-10-10,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",722.863,8.234,421
390,4604,Smallville,2001-10-16,The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,665.145,8.232,3822
391,90630,Juntos El Corazón Nunca Se Equivoca,2019-06-23,,18.326,8.2,370
392,40008,Hannibal,2013-04-04,"Both a gift and a curse, Graham has the extraordinary ability to think like his prey—he sees what they see, feels what they feel. But while Graham is pursuing an especially troubling, cannibalistic murderer, Special Agent Jack Crawford teams him with a highly respected psychiatrist – a man with a taste for the criminal minded – Dr. Hannibal Lecter.",246.943,8.232,2206
393,8974,Hell Girl,2005-10-04,"A supernatural system allows people to take revenge by having other people sent to Hell via the services of a mysterious entity and her assistants who implement this system. Revenge, injustice, hatred, and the nature of human emotions are common themes throughout the series.",614.484,8.232,214
394,157744,1923,2022-12-18,"Follow a new generation of the Dutton family during the early twentieth century when pandemics, historic drought, the end of Prohibition and the Great Depression all plague the mountain west, and the Duttons who call it home.",306.058,8.23,246
395,45501,"Love, Chunibyo & Other Delusions!",2012-10-04,"As one of the thousands of Japanese students afflicted with ""chunibyo,"" a state where they're so desperate to stand out that they've convinced themselves that they have secret knowledge and hidden powers, Yuta spent most of his middle school years living in a complete fantasy world. He's finally managing to overcome his delusions but his chunibyo have attracted the attentions of another sufferer, and she's decided that this makes him her soul mate.",158.145,8.228,351
396,79242,Chilling Adventures of Sabrina,2018-10-26,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.",450.84,8.227,3381
397,102903,Control Z,2020-05-22,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",27.685,8.225,2261
398,69740,Ozark,2017-07-21,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",306.836,8.225,2062
399,65494,The Crown,2016-11-04,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",926.879,8.2,1887
400,60728,Kill la Kill,2013-10-04,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",446.28,8.225,409
401,288,¡Mucha Lucha!,2002-08-17,"¡Mucha Lucha! is an American-Canadian animated television series created by Eddie Mort and Lili Chin. The show is set in a town centered around lucha libre and follows the adventures of three children, Rikochet, The Flea and Buena Girl, as they struggle through the Foremost World-Renowned International School of Lucha, where they study.",63.09,8.225,363
402,135934,The Legend of Vox Machina,2022-01-27,"They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice.",140.553,8.224,360
403,114161,La saga: Negocio de Familia,2004-09-20,,46.107,8.224,219
404,104699,SHAMAN KING,2021-04-01,"Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.",438.242,8.2,261
405,2207,Fawlty Towers,1975-09-19,"Owner Basil Fawlty, his wife Sybil, a chambermaid Polly, and Spanish waiter Manuel attempt to run their hotel amidst farcical situations and an array of demanding guests.",71.555,8.224,625
406,79525,The Last Dance,2020-04-19,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",142.658,8.223,1179
407,66329,Doctors,2016-06-20,"A recalcitrant, delinquent teen girl meets a compassionate teacher, who inspires her to alter her path and become a street-savvy neurosurgeon.",98.064,8.2,290
408,125988,Silo,2023-05-04,"In a ruined and toxic future, a community exists in a giant underground silo that plunges hundreds of stories deep. There, men and women live in a society full of regulations they believe are meant to protect them.",254.26,8.221,654
409,112162,Pacific Rim: The Black,2021-03-04,Two siblings - an idealistic teenage boy and his naïve younger sister - are forced to pilot an abandoned Jaeger across a hostile landscape in a desperate attempt to find their missing parents.,74.391,8.221,385
410,98754,Club 57,2019-04-16,Siblings Eva and Ruben travel back in time to 1957 -- but the musical charm of the past and new love could keep them from returning to the present.,25.809,8.2,620
411,75219,9-1-1,2018-01-03,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",1159.99,8.221,2237
412,18123,Scooby-Doo! Mystery Incorporated,2010-07-12,"This incarnation of the popular cartoon series finds Scooby and the gang living in Crystal Cove, a small town with a long history of ghost sightings, monster tales and other mysteries ripe for the sleuths to solve once and for all. But the longstanding Crystal Cove residents, who bank on the town's reputation to attract tourists, are prepared to do what it takes to protect their turf.",459.348,8.221,926
413,127529,Bloodhounds,2023-06-09,Two young boxers band together with a benevolent moneylender to take down a ruthless loan shark who preys on the financially desperate.,71.067,8.21,241
414,31251,Victorious,2010-03-27,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,228.635,8.2,1563
415,37863,Fullmetal Alchemist,2003-10-04,"Two young brothers are raised as alchemists, but when they are severely injured trying to perform a forbidden act, they begin searching for the one thing that can save them; the fabled philosopher's stone.",468.632,8.218,782
416,81355,When They See Us,2019-05-31,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,144.221,8.217,720
417,90,Mayday,2003-09-03,"Major real-life air disasters are depicted in this series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts.",593.342,8.2,235
418,83867,Star Wars: Andor,2022-09-21,"The tale of the burgeoning rebellion against the Empire and how people and planets became involved. In an era filled with danger, deception and intrigue, Cassian Andor embarks on the path that is destined to turn him into a rebel hero.",277.774,8.216,946
419,48891,Brooklyn Nine-Nine,2013-09-17,"A single-camera ensemble comedy following the lives of an eclectic group of detectives in a New York precinct, including one slacker who is forced to shape up when he gets a new boss.",1533.467,8.2,3005
420,97525,To Your Eternity,2021-04-12,"In the beginning, an ""orb"" is cast unto Earth. ""It"" can do two things: change into the form of the thing that stimulates ""it""; and come back to life after death. ""It"" morphs from orb to rock, then to wolf, and finally to boy, but roams about like a newborn who knows nothing. As a boy, ""it"" becomes Fushi. Through encounters with human kindness, Fushi not only gains survival skills, but grows as a ""person"". But his journey is darkened by the inexplicable and destructive enemy Nokker, as well as cruel partings with the people he loves.",781.113,8.214,215
421,77169,Cobra Kai,2018-05-02,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",350.657,8.214,5824
422,103847,MATARIFE,2020-05-22,"Matarife, an unmentionable genocide | The series has generated great controversy in Colombia because it exposes former president Alvaro Uribe Vélez in its plot like never before.",6.201,8.213,324
423,115577,Sonic Prime,2022-12-15,"When an explosive battle with Dr. Eggman shatters the universe, Sonic races through parallel dimensions to reconnect with his friends and save the world.",307.588,8.2,309
424,75123,A Korean Odyssey,2017-12-23,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,32.716,8.212,241
425,61695,Beyond the Boundary,2013-10-02,"The dark fantasy follows a high school sophomore named Akihito Kanbara. Although the boy appears human, he is half Youmu and invulnerable to wounds because he can heal quickly. One day, Akihito meets freshman Mirai Kuriyama when it seems she is about to jump from the school rooftop. Mirai is isolated because of her ability to manipulate blood, which is considered heresy among members of the spirit world. Disturbing events begin to unfold after Akihito saves Mirai.",230.284,8.211,282
426,56998,High School of the Dead,2010-07-05,"One morning, the high school student Takashi Komuro enjoys the silence at school when he's suddenly interrupted by strange noises and a shaky-legged person who tries to enter the school grounds. Subsequently, several teachers come to the school gate to shoo the person away. All of a sudden, a teacher is bitten by the person and within seconds the school campus becomes a place of violence, blood, death and undead zombies. Takashi, shocked by the scenery, runs for his life to save his schoolmates and childhood love, Rei Miyamoto. The struggle for survival has just begun…",134.529,8.211,741
427,127529,Bloodhounds,2023-06-09,Two young boxers band together with a benevolent moneylender to take down a ruthless loan shark who preys on the financially desperate.,71.067,8.21,241
428,2660,Codename: Kids Next Door,2002-12-06,"Taking numbers instead of names, five extraordinary 10-year-olds form a covert team called the Kids Next Door with one dedicated mission: to free all children from the tyrannical rule of adults.",11.835,8.209,659
429,1972,Battlestar Galactica,2004-10-18,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",343.786,8.207,1399
430,9907,Chowder,2007-11-02,"An aspiring young chef named Chowder has adventures as an apprentice in Mung Daal's catering company. Although he means well, Chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. He is also pestered by Panini, the apprentice of Mung's rival Endive, who wants Chowder to be her boyfriend, which he abhors.",706.506,8.206,361
431,72305,Kakegurui,2017-07-01,"Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!",232.952,8.205,1431
432,37680,Suits,2011-06-23,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",770.777,8.205,4655
433,1095,Ghost in the Shell: Stand Alone Complex,2002-10-01,"In the future when technological enhancements and robotics are a way of life, Major Motoko Kusanagi and Section 9 take care of the jobs that are too difficult for the police. Section 9 employs hackers, sharpshooters, detectives and cyborgs all in an effort to thwart cyber criminals and their plans to attack the innocent.",263.936,8.204,341
434,105797,Wizards: Tales of Arcadia,2020-08-07,"Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.",132.932,8.203,347
435,56570,Outlander,2014-08-09,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",1046.123,8.202,2450
436,1457,Pride and Prejudice,1995-09-24,"Set in England in the early 19th century, Pride and Prejudice tells the story of Mr and Mrs Bennet's five unmarried daughters after the rich and eligible Mr Bingley and his status-conscious friend, Mr Darcy, have moved into their neighbourhood. While Bingley takes an immediate liking to the eldest Bennet daughter, Jane, Darcy has difficulty adapting to local society and repeatedly clashes with the second-eldest Bennet daughter, Elizabeth.",76.199,8.202,414
437,31109,Ben 10: Ultimate Alien,2010-04-23,"With his secret identity now revealed to the world, Ben Tennyson continues to fight evil as a superhero with the help of the newly acquired Ultimatrix.",667.143,8.201,768
438,128883,Hometown Cha-Cha-Cha,2021-08-28,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",80.532,8.2,455
439,19849,Blood+,2005-10-08,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",244.531,8.2,240
440,75865,Teasing Master Takagi-san,2018-01-08,"""If you blush, you lose."" Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her some day. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?",551.558,8.198,341
441,62715,Dragon Ball Super,2015-07-05,"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",535.401,8.198,4732
442,104877,Love Is In The Air,2020-07-08,"Eda, who ties all her hopes to her education, confronts Serkan Bolat, who cuts off her international education scholarship and leaves her with high school diploma. Serkan Bolat offers Eda to give her scholarship back if she pretends to be his fiance for two months. Although Eda rejects the offer of this man as she hates him, she has to accept it when the conditions change. While pretending to be engaged, Serkan and Eda begin to experience a passionate, challenging relationship that will make them forget all they know right. Because love is difficult. And that's why it's amazing.",232.421,8.197,2951
443,69478,The Handmaid's Tale,2017-04-26,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship. A TV adaptation of Margaret Atwood's novel.",700.208,8.197,2524
444,121078,Mieruko-chan,2021-10-03,"She can see dead people…she just chooses to ignore them. That’s Miko’s plan, anyway, with horrifying (and sometimes hilarious) results.",199.732,8.187,243
445,103516,Star Trek: Strange New Worlds,2022-05-05,"Follow Captain Christopher Pike, Science Officer Spock and Number One in the years before Captain Kirk boarded the U.S.S. Enterprise, as they explore new worlds around the galaxy.",365.58,8.195,456
446,99494,Flower of Evil,2020-07-29,"Hiding a twisted past, a man maintains his facade as the perfect husband to his detective wife — until she begins investigating a series of murders.",99.436,8.194,486
447,87539,Katy Keene,2020-02-06,A group of aspiring artists living in New York City try to make their dreams come true.,64.176,8.194,265
448,60808,No Game No Life,2014-04-09,"This is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Kuuhaku."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.

The mysterious god welcomes the two to Disboard, a world where all forms of conflict are settled through high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child’s play, the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard, defeat Tet, and become the gods of this new, gaming-is-everything world.",184.894,8.194,591
449,91875,Prodigal Son,2019-09-23,The son of a notorious serial killer becomes an acclaimed criminal psychologist who uses his unique insight into how killers think to help the NYPD.,305.909,8.193,392
450,2913,Are You Afraid of the Dark?,1992-08-15,"Are You Afraid of the Dark? is a joint Canadian-American horror/fantasy-themed anthology television series. The original series was a joint production between the Canadian company Cinar and the American company Nickelodeon.

The episode ""The Tale of the Twisted Claw"" was aired as a pilot on the evening of October 31, 1991 in the USA and in October 1990 in Canada. Are You Afraid of the Dark? was aired from August 15, 1992 to April 20, 1996 on Nickelodeon's SNICK. The series also aired on the Canadian television network YTV from October 30, 1990 until June 11, 2000.

A revived series with new directors, writers, and cast was produced by Nickelodeon from 1999 to 2000 and also aired on SNICK. The sole member from the original lineup to return for the sixth and seventh seasons was Tucker, although Ross Hull returned for the concluding miniseries, which notably broke from the show's established format by blurring the line between story and ""reality"".",109.096,8.2,540
451,19849,Blood+,2005-10-08,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",244.531,8.2,240
452,1405,Dexter,2006-10-01,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",482.709,8.191,3811
453,111110,ONE PIECE,2023-08-31,"With his straw hat and ragtag crew, young pirate Monkey D. Luffy goes on an epic voyage for treasure.",182.759,8.191,886
454,1981,Charmed,1998-10-07,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",325.039,8.189,2124
455,97727,Inside Job,2021-10-22,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",151.9,8.187,699
456,45782,Sword Art Online,2012-07-08,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",418.548,8.187,1654
457,71365,Battlestar Galactica,2003-12-08,"A re-imagining of the original series in which a ""rag-tag fugitive fleet"" of the last remnants of mankind flees pursuing robots while simultaneously searching for their true home, Earth.",90.488,8.2,751
458,194583,The Walking Dead: Dead City,2023-06-18,"Maggie and Negan travel to post-apocalyptic Manhattan - long ago cut off from the mainland. The crumbling city is filled with the dead and denizens who have made it a world full of anarchy, danger, beauty, and terror.",227.679,8.2,354
459,110316,Alice in Borderland,2020-12-10,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to win.",323.014,8.186,1753
460,194583,The Walking Dead: Dead City,2023-06-18,"Maggie and Negan travel to post-apocalyptic Manhattan - long ago cut off from the mainland. The crumbling city is filled with the dead and denizens who have made it a world full of anarchy, danger, beauty, and terror.",227.679,8.2,354
461,66082,Another Miss Oh,2016-05-02,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,37.83,8.183,208
462,84958,Loki,2021-06-09,"After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.",714.696,8.18,10985
463,91363,What If...?,2021-08-11,"Taking inspiration from the comic books of the same name, each episode of this animated anthology series questions, revisits and twists classic Marvel Cinematic moments.",970.799,8.179,3909
464,85844,Wise Man's Grandchild,2019-04-10,"In the modern world, a lonely man dies and reincarnates in another world. Rescued as a baby from a tragedy by a brilliant sage named Merlin, the baby is raised as “Shin Walford,” and undergoes training in both magic and martial arts to kill the monsters that ravage the land. At 15 years old, Shin has become shockingly powerful. But his grandfather Merlin has forgotten to teach him the common sense of this world.

As a result, Shin enrolls in the kingdom's Magic Academy to hone his skills and mature among other teenagers. However, living a normal life is impossible, as he is established as a local celebrity almost as soon as he arrives.

This story follows Shin Walford's high school life in the capital as he makes new friends, learns about the world, and fights off the various forces of evil surrounding him and his city.",38.803,8.177,282
465,80752,See,2019-11-01,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",398.28,8.177,2246
466,73586,Yellowstone,2018-06-20,"Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",1214.295,8.177,1876
